,NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N)
2022-01-18,2.0,10.0,6.26,38.0,7.0,99.0,14.0,311.0,1029.0,3.0,1.0,0.42000000000000004,0.8099999999999999,0.76,23.0
2022-01-19,2.0,8.0,5.2,34.0,7.0,100.0,11.0,316.0,1029.0,3.0,1.0,0.26999999999999996,0.62,1.06,24.0
2022-01-20,1.0,7.0,7.5,47.0,8.0,96.0,9.0,301.0,1026.0,1.0,1.0,0.39,0.65,0.82,16.0
2022-01-21,2.0,8.0,3.4199999999999995,49.0,9.0,95.0,11.0,298.0,1023.0,4.0,1.0,0.5,0.9800000000000002,0.9799999999999999,22.0
2022-01-22,2.0,10.0,7.5,38.0,10.0,100.0,13.0,289.0,1024.0,4.0,1.0,0.45999999999999996,0.6900000000000001,0.9600000000000002,15.0
2022-01-23,2.0,8.0,5.970000000000001,36.0,10.0,100.0,11.0,318.0,1025.0,5.0,1.0,0.39,0.51,0.41000000000000003,11.0
2022-01-24,2.0,6.0,5.22,49.0,10.0,97.0,10.0,327.0,1024.0,4.0,1.0,0.51,0.68,1.1,7.0
2022-01-25,2.0,6.0,5.5600000000000005,57.0,11.0,98.0,9.0,136.0,1026.0,4.0,1.0,0.33999999999999997,0.7699999999999999,0.5700000000000001,9.0
2022-01-26,2.0,6.0,6.39,55.0,12.0,89.0,9.0,335.0,1027.0,3.0,1.0,0.13,0.45999999999999996,0.75,10.0
2022-01-27,2.0,5.0,6.860000000000001,60.0,12.0,100.0,9.0,310.0,1026.0,4.0,1.0,0.27,0.48,0.9299999999999999,10.0
2022-01-28,2.0,8.0,5.8100000000000005,43.0,10.0,100.0,11.0,325.0,1026.0,3.0,1.0,0.5399999999999999,0.59,0.9600000000000002,13.0
2022-01-29,2.0,10.0,6.8,38.0,9.0,97.0,13.0,303.0,1029.0,2.0,1.0,0.51,0.85,1.0699999999999998,22.0
2022-01-30,2.0,10.0,9.45,39.0,7.0,85.0,14.0,311.0,1029.0,3.0,1.0,0.53,0.99,1.15,22.0
2022-01-31,2.0,8.0,10.48,60.0,10.0,68.0,11.0,293.0,1023.0,3.0,1.0,0.19,0.47000000000000003,0.9800000000000001,16.0
2022-02-01,2.0,6.0,10.76,92.0,18.0,19.0,9.0,312.0,1020.0,1.0,1.0,2.1,1.06,1.8699999999999999,24.0
2022-02-02,2.0,7.0,8.08,49.0,11.0,90.0,10.0,283.0,1026.0,3.0,1.0,0.6,0.8400000000000001,1.0,12.0
2022-02-03,2.0,9.0,6.18,55.0,13.0,64.0,12.0,266.0,1021.0,4.0,1.0,0.33,0.9099999999999998,1.3599999999999999,16.0
2022-02-04,3.0,17.0,4.6,12.0,12.0,77.0,21.0,250.0,1018.0,3.0,1.0,0.20000000000000004,0.95,0.67,34.0
2022-02-05,2.0,17.0,4.07,13.0,14.0,65.0,20.0,291.0,1019.0,4.0,1.0,0.3,0.8800000000000001,0.74,36.0
2022-02-06,2.0,6.0,4.159999999999999,39.0,14.0,100.0,10.0,293.0,1024.0,4.0,1.0,0.4,0.72,0.82,10.0
2022-02-07,2.0,7.0,4.03,39.0,11.0,100.0,10.0,304.0,1027.0,4.0,1.0,0.35,0.5900000000000001,0.8800000000000001,9.0
2022-02-08,2.0,13.0,7.529999999999999,13.0,9.0,100.0,16.0,316.0,1026.0,3.0,1.0,0.49000000000000005,0.7899999999999999,2.6100000000000003,19.0
2022-02-09,2.0,10.0,6.36,37.0,10.0,100.0,13.0,305.0,1029.0,3.0,1.0,0.5,0.65,1.06,23.0
2022-02-10,2.0,8.0,7.94,44.0,11.0,98.0,11.0,295.0,1027.0,3.0,1.0,0.6099999999999999,0.8099999999999999,1.42,23.0
2022-02-11,2.0,9.0,6.540000000000001,34.0,9.0,100.0,12.0,274.0,1024.0,2.0,1.0,0.39,1.02,0.85,20.0
2022-02-12,2.0,11.0,6.76,33.0,10.0,100.0,15.0,308.0,1024.0,3.0,1.0,0.43,0.6399999999999999,0.8300000000000001,21.0
2022-02-13,2.0,12.0,7.0,30.0,9.0,96.0,15.0,311.0,1023.0,3.0,1.0,0.4699999999999999,0.86,0.7300000000000001,20.0
2022-02-14,2.0,9.0,4.55,42.0,11.0,95.0,12.0,298.0,1017.0,3.0,1.0,0.34,0.5700000000000001,0.52,16.0
2022-02-15,2.0,6.0,6.2700000000000005,68.0,13.0,48.0,10.0,174.0,1019.0,2.0,1.0,0.4,0.43,0.8799999999999999,9.0
2022-02-16,2.0,8.0,5.49,51.0,11.0,85.0,12.0,286.0,1024.0,2.0,1.0,0.6,0.8600000000000001,1.28,15.0
2022-02-17,2.0,8.0,7.4,56.0,15.0,52.0,12.0,261.0,1022.0,3.0,1.0,0.29999999999999993,0.67,0.8,15.0
2022-02-18,2.0,15.0,5.15,23.0,11.0,77.0,18.0,240.0,1020.0,3.0,1.0,0.29,1.3199999999999998,0.89,18.0
2022-02-19,2.0,17.0,4.71,21.0,12.0,87.0,21.0,238.0,1013.0,2.0,1.0,0.24,1.41,0.85,30.0
2022-02-20,2.0,5.0,4.3,57.0,14.0,82.0,9.0,33.0,1022.0,4.0,1.0,0.12000000000000002,0.30999999999999994,0.38000000000000006,23.0
2022-02-21,2.0,7.0,5.6,31.0,10.0,94.0,10.0,303.0,1026.0,2.0,1.0,0.39999999999999997,0.9,0.73,18.0
2022-02-22,2.0,7.0,5.95,53.0,16.0,55.0,11.0,288.0,1022.0,2.0,1.0,0.31,0.7100000000000001,1.0,14.0
2022-02-23,2.0,9.0,4.64,30.0,10.0,90.0,12.0,298.0,1025.0,2.0,1.0,0.48,0.78,0.9400000000000001,22.0
2022-02-24,2.0,9.0,4.61,43.0,11.0,89.0,12.0,306.0,1020.0,2.0,1.0,0.26,0.48,0.64,14.0
2022-02-25,2.0,7.0,3.1100000000000003,46.0,14.0,99.0,10.0,329.0,1019.0,3.0,1.0,0.22999999999999998,0.45999999999999996,0.56,19.0
2022-02-26,2.0,5.0,4.9,56.0,14.0,91.0,8.0,51.0,1021.0,4.0,1.0,0.11000000000000001,0.29999999999999993,0.2,21.0
2022-02-27,2.0,6.0,4.2,46.0,11.0,88.0,9.0,333.0,1019.0,4.0,1.0,0.15,0.48,0.42000000000000004,20.0
2022-02-28,2.0,8.0,3.9200000000000004,36.0,11.0,90.0,11.0,327.0,1021.0,4.0,1.0,0.26,0.5199999999999999,0.3,13.0
2022-03-01,2.0,9.0,5.64,38.0,10.0,88.0,13.0,298.0,1025.0,3.0,1.0,0.4,0.8,0.86,17.0
2022-03-02,2.0,12.0,6.87,25.0,10.0,98.0,16.0,304.0,1023.0,2.0,1.0,0.35,0.74,0.4800000000000001,19.0
2022-03-03,2.0,9.0,5.42,49.0,13.0,81.0,13.0,224.0,1017.0,4.0,1.0,0.3,0.75,0.78,22.0
2022-03-04,2.0,11.0,3.1,24.0,15.0,100.0,15.0,312.0,1007.0,4.0,1.0,0.43999999999999995,1.3099999999999998,0.65,25.0
2022-03-05,2.0,7.0,3.9,35.0,13.0,88.0,11.0,294.0,1014.0,3.0,1.0,0.41000000000000003,0.6199999999999999,0.61,8.0
2022-03-06,2.0,7.0,3.7,38.0,11.0,100.0,10.0,320.0,1011.0,5.0,1.0,0.35000000000000003,0.45999999999999996,0.5,8.0
2022-03-07,2.0,5.0,2.9699999999999998,55.0,11.0,100.0,9.0,291.0,1011.0,5.0,1.0,0.16,0.41000000000000003,0.36,5.0
2022-03-08,2.0,6.0,3.54,44.0,11.0,100.0,10.0,296.0,1013.0,5.0,1.0,0.25000000000000006,0.6900000000000001,0.5599999999999999,4.0
2022-03-09,3.0,6.0,3.05,46.0,11.0,100.0,10.0,285.0,1018.0,3.0,1.0,0.27999999999999997,0.48,0.32,12.0
2022-03-10,2.0,10.0,4.65,35.0,12.0,100.0,14.0,300.0,1020.0,3.0,1.0,0.43999999999999995,0.72,0.75,22.0
2022-03-11,2.0,10.0,5.42,24.0,12.0,99.0,13.0,285.0,1017.0,3.0,1.0,0.33,0.8300000000000001,0.8099999999999999,13.0
2022-03-12,2.0,6.0,3.53,37.0,15.0,100.0,8.0,280.0,1011.0,3.0,1.0,0.3,0.53,0.2800000000000001,16.078
2022-03-13,2.0,10.0,4.7299999999999995,28.0,14.0,80.0,14.0,259.0,1012.0,3.0,1.0,0.45,1.52,0.8699999999999999,13.878
2022-03-14,2.0,10.0,2.9899999999999998,26.0,14.0,98.0,13.0,200.0,1012.0,4.0,1.0,0.33,0.9400000000000002,0.58,16.337
2022-03-15,2.0,6.0,2.6,78.0,24.0,24.0,9.0,148.0,1005.0,2.0,2.0,0.62,0.8099999999999999,1.3199999999999998,500.0
2022-03-16,2.0,5.0,4.5,57.0,17.0,75.0,8.0,72.0,1011.0,3.0,2.0,1.01,1.0,1.75,77.0
2022-03-17,2.0,5.0,2.4,55.0,12.0,100.0,8.0,305.0,1010.0,4.0,1.0,0.29000000000000004,0.49000000000000005,0.79,45.0
2022-03-18,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2022-03-19,2.0,9.0,2.0,44.0,13.0,100.0,12.0,95.0,1020.0,4.0,1.0,0.1,0.29999999999999993,0.26000000000000006,15.0
2022-03-20,2.0,8.0,2.0,43.0,12.0,100.0,11.0,312.0,1021.0,3.0,1.0,0.16000000000000003,0.6699999999999999,0.31000000000000005,27.0
2022-03-21,2.0,6.0,4.0,61.0,14.0,100.0,10.0,54.0,1018.0,6.0,1.0,0.11000000000000001,0.30999999999999994,0.2,35.0
2022-03-22,2.0,5.0,2.0,55.0,15.0,100.0,9.0,46.0,1018.0,4.0,1.0,0.11000000000000001,0.29999999999999993,0.2,33.0
2022-03-23,2.0,5.0,3.0,68.0,13.0,100.0,9.0,47.0,1019.0,5.0,1.0,0.13,0.29999999999999993,0.2,11.0
2022-03-24,2.0,6.0,2.0,55.7,14.0,100.0,9.0,44.0,1015.0,6.0,1.0,0.11000000000000001,0.29999999999999993,0.2,44.0
2022-03-25,2.0,5.0,2.0,57.4,15.0,100.0,9.0,49.0,1015.0,5.0,1.0,0.13,0.29999999999999993,0.2,40.0
2022-03-26,2.0,6.0,2.0,56.6,15.0,98.0,9.0,45.0,1012.0,5.0,1.0,0.11000000000000001,0.29999999999999993,0.2,44.0
2022-03-27,2.0,9.0,2.0,39.4,12.0,96.0,13.0,318.0,1017.0,4.0,1.0,0.18000000000000002,0.7899999999999998,0.43,23.0
2022-03-28,2.0,7.0,2.0,47.4,12.0,100.0,10.0,329.0,1022.0,2.0,1.0,0.22000000000000003,0.76,0.45999999999999996,33.0
2022-03-29,2.0,8.0,2.0,52.0,13.0,97.0,11.0,325.0,1014.0,2.0,1.0,0.29000000000000004,0.5,1.31,51.0
2022-03-30,2.0,8.0,3.0,46.8,14.0,98.0,12.0,246.0,1004.0,4.0,1.0,0.61,0.8699999999999999,1.35,84.0
2022-03-31,2.0,7.0,2.0,34.7,13.0,100.0,10.0,255.0,1001.0,4.0,1.0,0.48,0.89,0.45,7.0
2022-04-01,2.0,5.0,3.0,57.7,15.0,62.0,9.0,282.0,1005.0,4.0,1.0,0.33,0.9800000000000001,0.43,8.471
2022-04-02,2.0,10.0,3.0,55.5,13.0,49.0,13.0,319.0,1014.0,3.0,1.0,0.33999999999999997,1.41,1.11,12.129999999999999
2022-04-03,2.0,7.0,3.0,39.1,10.0,70.0,10.0,266.0,1014.0,2.0,1.0,0.39999999999999997,1.11,0.7699999999999999,13.3
2022-04-04,2.0,6.0,4.0,43.6,11.0,67.0,9.0,38.0,1012.0,4.0,1.0,0.38,1.11,0.5900000000000001,13.7
2022-04-05,2.0,4.0,2.0,44.5,10.0,83.0,8.0,45.0,1011.0,5.0,2.0,0.28,0.82,0.43,24.2
2022-04-06,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2022-04-07,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2022-04-08,2.0,8.0,2.0,38.3,16.0,65.0,12.0,274.0,1018.0,2.0,1.0,0.35,0.9400000000000001,0.67,12.878
2022-04-09,2.0,10.0,2.0,34.8,17.0,75.0,13.0,275.0,1015.0,2.0,1.0,0.23000000000000004,0.71,0.39,18.7
2022-04-10,2.0,7.0,3.0,40.5,19.0,55.0,11.0,290.0,1016.0,2.0,1.0,0.33999999999999997,1.03,0.6,12.306000000000001
2022-04-11,2.0,5.0,2.0,44.0,15.0,100.0,8.0,341.0,1014.0,1.0,1.0,0.26000000000000006,0.47000000000000003,0.27,14.5
2022-04-12,2.0,7.0,2.0,31.8,15.0,99.0,10.0,275.0,1008.0,3.0,1.0,0.37,0.96,0.45999999999999996,15.9
2022-04-13,2.0,7.0,2.0,31.2,15.0,100.0,10.0,166.0,1009.0,3.0,1.0,0.52,1.07,0.53,20.4
2022-04-14,2.0,8.0,3.0,36.7,14.0,100.0,11.0,314.0,1010.0,4.0,1.0,0.48,0.89,0.44000000000000006,12.603
2022-04-15,2.0,8.0,3.0,34.9,15.0,88.0,11.0,264.0,1016.0,2.0,1.0,0.5799999999999998,1.1,0.74,18.106
2022-04-16,2.0,8.0,2.0,34.73,17.0,78.0,12.0,290.0,1019.0,2.0,1.0,0.24000000000000005,0.6300000000000001,0.47000000000000003,18.038999999999998
2022-04-17,2.0,10.0,2.0,47.7,20.0,54.0,13.0,174.0,1016.0,2.0,1.0,0.45,1.2,0.64,20.3
2022-04-18,2.0,10.0,2.0,51.6,17.0,98.0,13.0,49.0,1016.0,2.0,1.0,0.2,0.5399999999999999,0.29000000000000004,21.8
2022-04-19,2.0,8.0,4.0,32.3,18.0,97.0,11.0,352.0,1013.0,3.0,1.0,0.45999999999999996,1.1700000000000004,0.6900000000000001,16.735
2022-04-20,2.0,8.0,2.0,32.9,17.0,100.0,11.0,236.0,1005.0,2.0,1.0,0.37,1.06,0.5199999999999999,17.344
2022-04-21,2.0,5.0,3.0,36.5,13.0,79.0,8.0,308.0,1003.0,4.0,2.0,0.43999999999999995,1.24,0.97,17.209
2022-04-22,2.0,9.0,2.0,35.8,15.0,71.0,12.0,165.0,1005.0,2.0,1.0,0.48,1.28,0.8699999999999999,9.0
2022-04-23,2.0,5.0,3.0,43.4,17.0,72.0,8.0,208.0,999.0,1.0,2.0,0.31,0.9600000000000002,0.57,9.0
2022-04-24,2.0,6.0,3.0,69.9,17.0,52.0,10.0,278.0,1009.0,1.0,1.0,0.18000000000000002,0.41,0.23000000000000004,2.0
2022-04-25,2.0,8.0,2.0,32.9,15.0,90.0,12.0,215.0,1011.0,2.0,1.0,0.36,1.1800000000000002,0.7100000000000001,13.0
2022-04-26,3.0,10.0,3.0,35.0,15.0,91.0,13.0,306.0,1012.0,2.0,1.0,0.27,0.41,0.5800000000000001,19.0
2022-04-27,2.0,8.0,2.0,58.7,16.0,75.0,11.0,293.0,1013.0,2.0,1.0,0.32,0.9099999999999999,0.8899999999999999,18.0
2022-04-28,3.0,10.0,3.0,31.8,14.0,100.0,15.0,200.0,1016.0,4.0,1.0,0.30000000000000004,0.8400000000000001,0.64,12.0
2022-04-29,2.0,7.0,3.0,40.1,15.0,92.0,10.0,333.0,1020.0,4.0,1.0,0.25,0.6900000000000001,0.37,12.0
2022-04-30,3.0,10.0,3.0,49.0,16.0,82.0,15.0,296.0,1022.0,2.0,1.0,0.5000000000000001,1.1,0.75,23.0
2022-05-01,2.0,11.0,4.0,53.3,19.0,59.0,15.0,115.0,1019.0,3.0,1.0,0.24,0.8200000000000001,0.86,28.0
2022-05-02,3.0,10.0,2.0,45.5,19.0,91.0,14.0,136.0,1014.0,6.0,1.0,0.48,0.5700000000000001,1.23,32.0
2022-05-03,2.0,6.0,2.0,35.0,17.0,90.0,10.0,193.0,1009.0,3.0,1.0,0.5399999999999999,1.09,0.8300000000000001,13.0
2022-05-04,2.0,8.0,2.0,42.5,16.0,100.0,12.0,37.0,1011.0,2.0,1.0,0.32999999999999996,0.85,0.43999999999999995,17.0
2022-05-05,2.0,5.0,3.0,48.5,14.0,100.0,8.0,326.0,1015.0,4.0,2.0,0.19,0.36,0.2,5.0
2022-05-06,2.0,8.0,2.0,42.7,18.0,81.0,11.0,167.0,1021.0,2.0,1.0,0.5199999999999999,1.2500000000000002,1.0999999999999999,11.0
2022-05-07,2.0,9.0,2.0,51.4,17.0,83.0,12.0,317.0,1019.0,1.0,1.0,0.8400000000000001,0.57,1.1800000000000002,21.0
2022-05-08,3.0,8.0,2.0,32.8,17.0,72.0,12.0,273.0,1019.0,1.0,1.0,0.37,1.1700000000000002,0.8400000000000001,14.0
2022-05-09,2.0,9.0,3.0,51.5,18.0,72.0,13.0,347.0,1019.0,2.0,1.0,0.44000000000000006,0.77,1.1099999999999999,34.0
2022-05-10,2.0,10.0,3.0,41.5,18.0,72.0,14.0,302.0,1023.0,2.0,1.0,0.5599999999999999,0.78,1.0,23.0
2022-05-11,2.0,9.0,3.0,44.839999999999996,18.0,68.0,12.0,302.0,1022.0,1.0,1.0,0.77,0.82,1.45,32.0
2022-05-12,3.0,9.0,2.0,34.3,18.0,95.0,13.0,333.0,1020.0,1.0,1.0,0.15000000000000002,0.36999999999999994,0.21000000000000002,22.0
2022-05-13,2.0,6.0,2.0,36.5,19.0,90.0,10.0,148.0,1020.0,2.0,1.0,0.59,0.62,1.12,27.0
2022-05-14,3.0,8.0,4.0,40.8,20.0,97.0,13.0,162.0,1020.0,2.0,1.0,0.75,0.67,1.05,27.0
2022-05-15,2.0,9.0,2.0,58.2,20.0,69.0,12.0,160.0,1017.0,2.0,1.0,0.27,1.0100000000000002,1.2200000000000002,50.0
2022-05-16,3.0,10.0,2.0,38.7,21.0,83.0,15.0,287.0,1017.0,1.0,1.0,0.45,1.1099999999999999,1.28,34.0
2022-05-17,2.0,9.0,3.0,68.4,22.0,75.0,13.0,73.0,1019.0,1.0,1.0,0.8400000000000001,1.3900000000000001,1.46,42.0
2022-05-18,3.0,10.0,2.0,57.1,22.0,85.0,14.0,34.0,1018.0,2.0,1.0,0.57,0.59,0.74,44.0
2022-05-19,2.0,12.0,2.0,43.0,21.0,81.0,15.0,317.0,1018.0,1.0,1.0,0.7899999999999999,1.18,1.6199999999999999,42.0
2022-05-20,3.0,7.0,2.0,43.2,22.0,77.0,11.0,332.0,1021.0,1.0,1.0,0.76,0.95,1.6099999999999999,23.0
2022-05-21,2.0,6.0,3.0,42.6,22.0,73.0,10.0,313.0,1022.0,1.0,1.0,1.48,0.89,1.9099999999999997,28.0
2022-05-22,3.0,9.0,3.0,39.1,22.0,76.0,13.0,249.0,1018.0,1.0,1.0,0.75,0.9199999999999999,1.2499999999999998,30.0
2022-05-23,2.0,8.0,3.0,55.6,23.0,83.0,11.0,165.0,1010.0,1.0,1.0,0.48,0.78,1.2799999999999998,36.0
2022-05-24,2.0,9.0,3.0,56.5,24.0,56.0,13.0,133.0,1009.0,1.0,1.0,0.5599999999999999,0.78,1.1800000000000002,45.0
2022-05-25,2.0,6.0,2.0,43.7,22.0,93.0,9.0,61.0,1009.0,2.0,1.0,0.30000000000000004,0.5900000000000001,0.7000000000000001,29.0
2022-05-26,2.0,6.0,3.0,45.4,19.0,73.0,10.0,163.0,1022.0,1.0,1.0,0.6300000000000001,1.25,1.22,15.0
2022-05-27,2.0,6.0,3.0,41.1,20.0,62.0,10.0,110.0,1021.0,1.0,1.0,0.38,1.4,0.8500000000000002,18.0
2022-05-28,2.0,9.0,3.0,52.5,21.0,60.0,12.0,127.0,1018.0,2.0,1.0,0.38,1.03,0.79,19.0
2022-05-29,2.0,9.0,4.0,59.6,24.0,40.0,12.0,229.0,1010.0,1.0,1.0,0.5499999999999999,1.1200000000000003,1.0,28.0
2022-05-30,2.0,6.0,2.0,72.2,23.0,70.0,9.0,176.0,1004.0,1.0,2.0,0.27,0.67,0.67,35.0
2022-05-31,2.0,7.0,4.0,67.4,22.0,80.0,10.0,179.0,1010.0,1.0,2.0,0.41,0.59,0.8799999999999999,36.0
2022-06-01,2.0,7.0,2.0,48.3,22.0,94.0,11.0,111.0,1014.0,1.0,1.0,0.52,0.7499999999999999,0.9100000000000001,26.0
2022-06-02,2.0,7.0,3.0,49.8,22.0,94.0,11.0,178.0,1014.0,1.0,1.0,0.29,0.5199999999999999,0.6599999999999999,28.0
2022-06-03,2.0,6.0,3.0,40.2,24.0,91.0,10.0,146.0,1012.0,2.0,1.0,0.5,0.5900000000000001,0.9400000000000002,22.0
2022-06-04,2.0,7.0,3.0,46.0,21.0,88.0,11.0,192.0,1013.0,1.0,1.0,0.45,0.5800000000000001,0.9800000000000001,29.0
2022-06-05,2.0,7.0,3.0,64.9,22.0,72.0,10.0,179.0,1015.0,1.0,1.0,0.42000000000000004,0.78,1.48,54.0
2022-06-06,2.0,8.0,4.0,68.7,24.0,41.0,11.0,258.0,1019.0,1.0,1.0,0.85,0.79,1.21,36.0
2022-06-07,2.0,8.0,3.0,70.5,24.0,68.0,11.0,48.0,1019.0,1.0,1.0,0.9799999999999999,1.25,1.47,28.0
2022-06-08,2.0,7.0,3.0,66.5,23.0,82.0,11.0,52.0,1016.0,1.0,1.0,1.27,1.11,1.4900000000000002,23.0
2022-06-09,2.0,10.0,3.0,64.5,26.0,72.0,13.0,119.0,1014.0,1.0,1.0,0.6799999999999999,0.8400000000000001,1.48,40.0
2022-06-10,2.0,5.0,2.0,48.7,24.0,95.0,9.0,40.0,1019.0,1.0,1.0,0.95,0.6799999999999999,0.9199999999999999,20.0
2022-06-11,2.0,6.0,3.0,35.9,23.0,88.0,9.0,8.0,1020.0,1.0,1.0,0.6,0.85,1.26,24.0
2022-06-12,2.0,7.0,3.0,56.1,23.0,68.0,11.0,328.0,1021.0,1.0,1.0,0.7299999999999999,0.6000000000000001,1.02,27.0
2022-06-13,2.0,7.0,3.0,62.8,24.0,38.0,10.0,292.0,1021.0,1.0,1.0,0.58,1.2400000000000002,1.16,27.0
2022-06-14,2.0,7.0,2.0,47.7,25.0,82.0,10.0,138.0,1016.0,1.0,1.0,1.1700000000000002,0.65,1.89,32.0
2022-06-15,2.0,5.0,2.0,48.8,25.0,93.0,9.0,103.0,1017.0,1.0,1.0,0.8299999999999998,1.41,1.3599999999999999,20.0
2022-06-16,2.0,8.0,3.0,62.8,27.0,64.0,11.0,337.0,1017.0,1.0,1.0,0.52,0.8899999999999999,1.42,43.0
2022-06-17,2.0,8.0,3.0,53.4,27.0,49.0,12.0,312.0,1020.0,1.0,1.0,1.06,0.8899999999999999,0.9,38.0
2022-06-18,2.0,10.0,3.0,55.9,27.0,44.0,13.0,304.0,1019.0,1.0,1.0,0.5199999999999999,1.2,1.14,36.0
2022-06-19,2.0,12.0,2.0,77.8,27.0,40.0,15.0,157.0,1014.0,1.0,1.0,0.65,0.6399999999999999,1.3299999999999998,40.0
2022-06-20,2.0,6.0,2.0,58.4,24.0,82.0,9.0,180.0,1010.0,1.0,1.0,0.6299999999999999,0.6399999999999999,1.0899999999999999,29.0
2022-06-21,2.0,6.0,2.0,58.1,25.0,77.0,9.0,210.0,1012.0,2.0,1.0,0.6199999999999999,0.6700000000000002,1.27,26.0
2022-06-22,2.0,6.0,2.0,39.9,24.0,90.0,9.0,260.0,1011.0,1.0,1.0,0.6599999999999999,0.6900000000000001,1.0899999999999999,26.0
2022-06-23,2.0,6.0,2.0,57.7,22.0,79.0,9.0,185.0,1013.0,2.0,3.0,0.6,0.6199999999999999,1.1,31.0
2022-06-24,2.0,9.0,3.0,77.0,23.0,63.0,12.0,179.0,1013.0,1.0,1.0,0.28,0.67,1.09,54.0
2022-06-25,2.0,6.0,2.0,64.9,23.0,74.0,9.0,178.0,1014.0,1.0,1.0,0.6399999999999999,0.9200000000000002,1.19,34.0
2022-06-26,2.0,8.0,3.0,55.6,22.0,78.0,11.0,175.0,1010.0,1.0,1.0,0.47000000000000003,0.53,0.89,28.0
2022-06-27,2.0,7.0,3.0,51.0,22.0,83.0,10.0,104.0,1010.0,1.0,1.0,1.2600000000000002,0.9600000000000002,1.6800000000000002,26.0
2022-06-28,2.0,5.0,3.0,50.6,24.0,77.0,8.0,355.0,1018.0,1.0,1.0,0.79,0.78,1.09,24.0
2022-06-29,2.0,7.0,2.0,54.0,26.0,72.0,10.0,203.0,1017.0,1.0,1.0,0.45999999999999996,0.8200000000000001,1.2399999999999998,21.0
2022-06-30,2.0,5.0,2.0,82.0,24.0,92.0,9.0,174.0,1013.0,1.0,1.0,0.7699999999999999,0.7,1.6800000000000002,20.0
2022-07-01,2.0,6.0,3.0,81.0,23.0,85.0,9.0,185.0,1013.0,1.0,2.0,0.9899999999999999,0.8400000000000001,1.7399999999999998,16.0
2022-07-02,2.0,4.0,2.0,71.0,24.0,93.0,8.0,34.0,1019.0,1.0,1.0,0.36,0.58,0.72,19.0
2022-07-03,2.0,5.0,2.0,85.0,25.0,84.0,8.0,190.0,1019.0,1.0,1.0,0.72,0.8000000000000002,1.5299999999999998,21.0
2022-07-04,2.0,5.0,2.0,89.0,26.0,96.0,8.0,178.0,1019.0,1.0,3.0,0.8,0.76,1.5799999999999998,14.0
2022-07-05,2.0,5.0,2.0,86.0,26.0,74.0,8.0,224.0,1019.0,1.0,1.0,0.35,0.45,0.72,38.0
2022-07-06,2.0,5.0,2.0,68.0,27.0,83.0,9.0,168.0,1021.0,1.0,1.0,0.58,1.19,1.4,41.0
2022-07-07,2.0,5.0,2.0,106.0,27.0,85.0,8.0,47.0,1022.0,2.0,1.0,0.6399999999999999,0.8200000000000001,1.52,24.0
2022-07-08,2.0,6.0,3.0,33.0,25.0,87.0,9.0,50.0,1024.0,1.0,1.0,0.99,1.03,1.54,25.0
2022-07-09,2.0,6.0,3.0,85.0,26.0,76.0,10.0,179.0,1024.0,1.0,1.0,0.9399999999999998,0.8800000000000001,1.64,26.0
2022-07-10,2.0,6.0,2.0,77.0,25.0,84.0,10.0,41.0,1022.0,1.0,1.0,0.4299999999999999,0.61,0.9,12.0
2022-07-11,2.0,6.0,2.0,80.0,26.0,75.0,9.0,265.0,1018.0,1.0,1.0,0.59,0.9400000000000001,1.6199999999999999,21.0
2022-07-12,2.0,6.0,2.0,64.0,26.0,74.0,8.0,44.0,1018.0,1.0,1.0,0.38,0.55,0.9199999999999999,4.0
2022-07-13,2.0,6.0,2.0,98.0,27.0,65.0,9.0,309.0,1022.0,1.0,1.0,0.4999999999999999,0.8100000000000002,1.85,16.0
2022-07-14,2.0,8.0,2.0,53.0,27.0,67.0,12.0,188.0,1023.0,1.0,1.0,0.39,0.7,1.05,25.0
2022-07-15,2.0,6.0,2.0,71.0,27.0,69.0,10.0,31.0,1019.0,1.0,1.0,0.36000000000000004,0.55,0.74,21.0
2022-07-16,2.0,10.0,4.0,60.0,27.0,59.0,14.0,325.0,1018.0,1.0,1.0,0.35,0.45999999999999996,0.51,33.0
2022-07-17,2.0,9.0,2.0,61.0,27.0,56.0,12.0,218.0,1019.0,1.0,1.0,0.74,0.6399999999999999,1.2,28.0
2022-07-18,2.0,8.0,3.0,71.0,29.0,46.0,12.0,319.0,1020.0,1.0,1.0,0.24000000000000005,0.5,0.5,26.0
