NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N),Ruido (dBA)
24.0,29.0,12.0,47.0,11.0,77.0,65.0,308.0,1019.0,22.0,1.0,,,,25.0,
4.0,16.0,11.0,55.0,12.0,69.0,22.0,305.0,1019.0,64.0,1.0,,,,23.0,
5.0,20.0,11.0,61.0,15.0,65.0,27.0,308.0,1019.0,86.0,1.0,,,,29.0,
4.0,18.0,10.0,76.0,18.0,64.0,25.0,243.0,1019.0,478.0,1.0,,,,37.0,
4.0,17.0,9.0,90.0,20.0,64.0,23.0,152.0,1019.0,534.0,1.0,,,,28.0,
4.0,16.0,6.0,101.0,21.0,63.0,23.0,156.0,1018.0,555.0,1.0,,,,21.0,
5.0,16.0,5.0,103.0,21.0,64.0,23.0,175.0,1018.0,494.0,2.0,,,,22.0,
4.0,13.0,7.0,108.0,20.0,65.0,20.0,176.0,1017.0,315.0,2.0,,,,19.0,
4.0,14.0,11.0,109.0,20.0,64.0,20.0,157.0,1017.0,63.0,1.0,,,,22.0,
4.0,14.0,11.0,105.0,18.0,70.0,20.0,180.0,1018.0,20.0,2.0,,,,21.0,
5.0,20.0,10.0,83.0,17.0,78.0,27.0,178.0,1018.0,2.0,1.0,,,,22.0,
8.0,39.0,10.0,49.0,16.0,83.0,51.0,216.0,1018.0,1.0,1.0,,,,37.0,
11.0,47.0,11.0,12.0,14.0,88.0,63.0,312.0,1019.0,2.0,1.0,,,,33.0,
6.0,35.0,10.0,25.0,13.0,91.0,43.0,308.0,1019.0,2.0,1.0,,,,34.0,
8.0,42.0,10.0,10.0,12.0,93.0,54.0,314.0,1020.0,2.0,1.0,,,,42.0,
5.0,25.0,10.0,24.0,11.0,95.0,32.0,316.0,1020.0,2.0,1.0,,,,26.0,
5.0,24.0,11.0,25.0,11.0,96.0,31.0,317.0,1020.0,2.0,1.0,,,,27.0,
4.0,24.0,11.0,21.0,10.0,98.0,30.0,319.0,1020.0,2.0,1.0,,,,25.0,
4.0,23.0,12.0,20.0,10.0,99.0,29.0,319.0,1020.0,2.0,1.0,,,,27.0,
4.0,15.0,12.0,38.0,10.0,99.0,20.0,311.0,1020.0,2.0,1.0,,,,23.0,
4.0,13.0,12.0,49.0,11.0,99.0,18.0,315.0,1019.0,2.0,1.0,,,,18.0,
3.0,12.0,11.0,56.0,11.0,99.0,17.0,315.0,1019.0,2.0,1.0,,,,16.0,
4.0,11.0,10.0,60.0,11.0,98.0,17.0,303.0,1020.0,2.0,1.0,,,,16.0,
3.0,11.0,8.0,59.0,11.0,96.0,16.0,304.0,1020.0,1.0,1.0,,,,18.0,
4.0,13.0,10.0,55.0,11.0,95.0,18.0,301.0,1021.0,22.0,1.0,,,,17.0,
4.0,12.0,9.0,58.0,12.0,90.0,18.0,307.0,1021.0,81.0,1.0,,,,19.0,
5.0,15.0,11.0,63.0,15.0,82.0,23.0,311.0,1021.0,87.0,1.0,,,,22.0,
4.0,15.0,10.0,74.0,18.0,73.0,21.0,302.0,1021.0,490.0,1.0,,,,20.0,
4.0,14.0,10.0,91.0,20.0,65.0,20.0,168.0,1021.0,533.0,1.0,,,,14.0,
5.0,13.0,7.0,98.0,21.0,59.0,19.0,169.0,1020.0,554.0,1.0,,,,12.0,
4.0,13.0,5.0,99.0,21.0,56.0,20.0,154.0,1019.0,489.0,1.0,,,,13.0,
4.0,11.0,8.0,94.0,21.0,57.0,16.0,175.0,1019.0,326.0,2.0,,,,10.0,
4.0,11.0,11.0,93.0,20.0,61.0,17.0,177.0,1019.0,71.0,2.0,,,,15.0,
5.0,11.0,10.0,93.0,19.0,72.0,18.0,177.0,1019.0,19.0,2.0,,,,18.0,
5.0,17.0,12.0,79.0,17.0,82.0,24.0,178.0,1020.0,2.0,1.0,,,,21.0,
5.0,28.0,13.0,53.0,16.0,87.0,35.0,240.0,1020.0,1.0,1.0,,,,24.0,
5.0,35.0,13.0,20.0,14.0,92.0,42.0,312.0,1021.0,1.0,1.0,,,,29.0,
5.0,32.0,11.0,22.0,13.0,95.0,39.0,302.0,1021.0,2.0,1.0,,,,28.0,
5.0,28.0,10.0,23.0,12.0,95.0,35.0,311.0,1021.0,2.0,1.0,,,,20.0,
4.0,25.0,10.0,22.0,12.0,97.0,31.0,302.0,1021.0,2.0,1.0,,,,21.0,
4.0,16.0,10.0,39.0,12.0,99.0,22.0,340.0,1022.0,3.0,1.0,,,,17.0,
4.0,11.0,9.0,62.0,13.0,99.0,16.0,306.0,1021.0,2.0,1.0,,,,14.0,
4.0,11.0,10.0,54.0,12.0,95.0,16.0,305.0,1021.0,1.0,1.0,,,,12.0,
4.0,9.0,10.0,52.0,12.0,92.0,15.0,308.0,1021.0,1.0,1.0,,,,12.0,
4.0,10.0,9.0,53.0,11.0,91.0,15.0,306.0,1021.0,2.0,1.0,,,,11.0,
4.0,9.0,11.0,53.0,12.0,86.0,15.0,310.0,1021.0,2.0,1.0,,,,13.0,
4.0,11.0,11.0,56.0,12.0,83.0,17.0,306.0,1021.0,2.0,1.0,,,,11.0,
5.0,16.0,10.0,47.0,12.0,79.0,23.0,307.0,1022.0,2.0,1.0,,,,15.0,
11.0,30.0,9.0,29.0,11.0,82.0,48.0,290.0,1022.0,23.0,1.0,,,,28.0,
10.0,34.0,9.0,21.0,13.0,82.0,49.0,290.0,1023.0,80.0,1.0,,,,38.0,
10.0,28.0,11.0,41.0,16.0,77.0,44.0,325.0,1023.0,100.0,1.0,,,,43.0,
5.0,23.0,11.0,62.0,18.0,75.0,31.0,321.0,1023.0,473.0,1.0,,,,34.0,
5.0,21.0,10.0,70.0,20.0,71.0,30.0,203.0,1023.0,523.0,1.0,,,,29.0,
5.0,18.0,7.0,79.0,21.0,67.0,26.0,120.0,1022.0,537.0,1.0,,,,29.0,
6.0,17.0,5.0,85.0,22.0,65.0,26.0,152.0,1021.0,490.0,1.0,,,,18.0,
5.0,14.0,8.0,89.0,22.0,60.0,21.0,171.0,1020.0,318.0,2.0,,,,16.0,
5.0,15.0,11.0,85.0,20.0,67.0,22.0,176.0,1020.0,87.0,2.0,,,,22.0,
5.0,16.0,10.0,82.0,19.0,74.0,23.0,179.0,1020.0,19.0,2.0,,,,25.0,
6.0,22.0,10.0,67.0,17.0,85.0,31.0,184.0,1020.0,2.0,2.0,,,,32.0,
18.0,53.0,11.0,16.0,16.0,91.0,80.0,298.0,1021.0,1.0,1.0,,,,39.0,
23.0,58.0,11.0,4.0,14.0,91.0,93.0,307.0,1022.0,1.0,1.0,,,,51.0,
12.0,56.0,10.0,6.0,13.0,87.0,75.0,314.0,1022.0,2.0,1.0,,,,40.0,
16.0,48.0,9.0,3.0,12.0,91.0,73.0,316.0,1022.0,2.0,1.0,,,,39.0,
7.0,34.0,10.0,18.0,11.0,96.0,44.0,320.0,1022.0,2.0,1.0,,,,31.0,
4.0,20.0,9.0,40.0,12.0,99.0,25.0,307.0,1022.0,2.0,1.0,,,,20.0,
4.0,17.0,6.0,47.0,13.0,94.0,22.0,306.0,1021.0,1.0,1.0,,,,20.0,
4.0,14.0,4.0,49.0,12.0,92.0,19.0,286.0,1021.0,2.0,1.0,,,,17.0,
4.0,12.0,7.0,52.0,13.0,88.0,17.0,303.0,1021.0,2.0,1.0,,,,14.0,
4.0,11.0,10.0,44.0,11.0,86.0,17.0,310.0,1021.0,2.0,1.0,,,,13.0,
4.0,11.0,10.0,43.0,10.0,89.0,17.0,300.0,1021.0,3.0,1.0,,,,13.0,
4.0,10.0,9.0,43.0,10.0,82.0,16.0,309.0,1021.0,2.0,1.0,,,,16.0,
5.0,18.0,10.0,37.0,10.0,82.0,26.0,310.0,1021.0,3.0,1.0,,,,15.0,
7.0,21.0,9.0,35.0,11.0,74.0,31.0,310.0,1021.0,19.0,1.0,,,,22.0,
8.0,21.0,9.0,43.0,13.0,63.0,34.0,316.0,1021.0,59.0,1.0,,,,36.0,
5.0,14.0,11.0,64.0,16.0,55.0,22.0,309.0,1021.0,82.0,1.0,,,,23.0,
6.0,17.0,10.0,61.0,19.0,49.0,25.0,251.0,1021.0,470.0,1.0,,,,35.0,
6.0,17.0,10.0,69.0,22.0,44.0,26.0,138.0,1021.0,535.0,1.0,,,,29.0,
7.0,21.0,9.0,81.0,22.0,43.0,32.0,168.0,1020.0,558.0,1.0,,,,20.0,
6.0,16.0,7.0,92.0,22.0,45.0,25.0,176.0,1019.0,504.0,2.0,,,,24.0,
5.0,13.0,8.0,93.0,21.0,54.0,20.0,172.0,1019.0,312.0,2.0,,,,24.0,
5.0,17.0,11.0,93.0,21.0,63.0,25.0,172.0,1018.0,110.0,2.0,,,,19.0,
5.0,18.0,11.0,88.0,19.0,70.0,26.0,175.0,1018.0,18.0,2.0,,,,21.0,
5.0,33.0,11.0,65.0,17.0,79.0,41.0,202.0,1018.0,2.0,1.0,,,,32.0,
11.0,52.0,13.0,24.0,16.0,72.0,69.0,297.0,1019.0,2.0,1.0,,,,43.0,
29.0,59.0,15.0,4.0,14.0,72.0,103.0,268.0,1019.0,2.0,1.0,,,,65.0,
14.0,53.0,13.0,10.0,13.0,73.0,74.0,284.0,1019.0,2.0,1.0,,,,38.0,
9.0,45.0,12.0,18.0,12.0,81.0,59.0,307.0,1018.0,2.0,1.0,,,,33.0,
6.0,31.0,12.0,28.0,12.0,85.0,40.0,297.0,1018.0,2.0,1.0,,,,21.0,
5.0,21.0,11.0,32.0,11.0,86.0,27.0,285.0,1018.0,2.0,1.0,,,,16.0,
4.0,16.0,10.0,42.0,11.0,81.0,22.0,293.0,1018.0,3.0,1.0,,,,16.0,
4.0,16.0,10.0,49.0,12.0,70.0,21.0,293.0,1018.0,2.0,1.0,,,,21.0,
3.0,15.0,10.0,51.0,12.0,68.0,20.0,297.0,1017.0,2.0,1.0,,,,19.0,
3.0,13.0,11.0,52.0,11.0,70.0,18.0,315.0,1017.0,2.0,1.0,,,,15.0,
3.0,15.0,10.0,52.0,12.0,68.0,20.0,301.0,1016.0,2.0,1.0,,,,19.0,
4.0,19.0,10.0,45.0,11.0,68.0,25.0,323.0,1016.0,2.0,1.0,,,,19.0,
13.0,31.0,9.0,25.0,10.0,71.0,52.0,299.0,1016.0,2.0,1.0,,,,26.0,
23.0,45.0,10.0,12.0,9.0,78.0,81.0,323.0,1016.0,17.0,1.0,,,,39.0,
20.0,40.0,11.0,27.0,12.0,72.0,69.0,21.0,1017.0,71.0,1.0,,,,58.0,
17.0,24.0,12.0,52.0,14.0,60.0,49.0,310.0,1017.0,101.0,1.0,,,,36.0,
5.0,23.0,11.0,65.0,18.0,59.0,31.0,118.0,1017.0,236.0,1.0,,,,30.0,
6.0,24.0,11.0,60.0,19.0,57.0,32.0,143.0,1016.0,491.0,1.0,,,,50.0,
5.0,19.0,10.0,74.0,21.0,57.0,28.0,134.0,1015.0,555.0,1.0,,,,33.0,
7.0,25.0,9.0,75.0,22.0,55.0,36.0,153.0,1014.0,479.0,2.0,,,,35.0,
6.0,22.0,10.0,79.0,21.0,63.0,31.0,168.0,1014.0,318.0,2.0,,,,26.0,
5.0,22.0,14.0,85.0,19.0,64.0,29.0,176.0,1014.0,108.0,2.0,,,,19.0,
4.0,20.0,14.0,89.0,18.0,68.0,27.0,177.0,1014.0,20.0,2.0,,,,25.0,
8.0,29.0,13.0,70.0,17.0,75.0,41.0,178.0,1014.0,2.0,1.0,,,,28.0,
8.0,50.0,12.0,25.0,15.0,78.0,62.0,290.0,1014.0,1.0,1.0,,,,40.0,
28.0,60.0,14.0,4.0,13.0,81.0,103.0,277.0,1015.0,2.0,1.0,,,,61.0,
18.0,53.0,12.0,5.0,12.0,85.0,80.0,247.0,1015.0,2.0,1.0,,,,47.0,
14.0,49.0,11.0,6.0,12.0,88.0,70.0,250.0,1015.0,2.0,1.0,,,,35.0,
3.0,21.0,11.0,50.0,13.0,89.0,27.0,299.0,1015.0,2.0,1.0,,,,25.0,
3.0,16.0,11.0,54.0,12.0,87.0,21.0,306.0,1015.0,2.0,1.0,,,,19.0,
3.0,14.0,11.0,60.0,12.0,87.0,18.0,294.0,1015.0,2.0,1.0,,,,14.0,
3.0,14.0,11.0,49.0,11.0,79.0,18.0,300.0,1015.0,2.0,1.0,,,,16.0,
3.0,13.0,10.0,48.0,11.0,73.0,18.0,307.0,1015.0,2.0,1.0,,,,18.0,
3.0,12.0,8.0,49.0,11.0,72.0,17.0,305.0,1015.0,2.0,1.0,,,,19.0,
3.0,12.0,9.0,47.0,10.0,67.0,17.0,303.0,1015.0,3.0,1.0,,,,16.0,
3.0,15.0,9.0,51.0,11.0,60.0,20.0,297.0,1016.0,2.0,1.0,,,,20.0,
7.0,33.0,10.0,35.0,12.0,54.0,43.0,274.0,1016.0,3.0,1.0,,,,20.0,
18.0,38.0,10.0,31.0,11.0,54.0,65.0,285.0,1017.0,19.0,1.0,,,,39.0,
7.0,24.0,11.0,49.0,13.0,46.0,34.0,303.0,1018.0,54.0,1.0,,,,36.0,
9.0,29.0,12.0,48.0,17.0,41.0,43.0,291.0,1018.0,82.0,1.0,,,,49.0,
6.0,19.0,12.0,74.0,21.0,34.0,28.0,217.0,1019.0,444.0,1.0,,,,31.0,
6.0,21.0,11.0,72.0,23.0,37.0,30.0,182.0,1018.0,525.0,1.0,,,,42.0,
6.0,22.0,8.0,74.0,23.0,44.0,31.0,175.0,1018.0,538.0,1.0,,,,34.0,
7.0,22.0,7.0,85.0,24.0,39.0,33.0,175.0,1017.0,457.0,1.0,,,,31.0,
4.0,16.0,8.0,84.0,23.0,41.0,22.0,174.0,1017.0,317.0,2.0,,,,26.0,
4.0,18.0,11.0,80.0,21.0,46.0,25.0,174.0,1018.0,125.0,2.0,,,,35.0,
4.0,18.0,12.0,80.0,20.0,57.0,24.0,177.0,1018.0,18.0,2.0,,,,32.0,
9.0,40.0,13.0,50.0,18.0,62.0,54.0,222.0,1018.0,1.0,1.0,,,,49.0,
19.0,64.0,14.0,5.0,16.0,70.0,93.0,227.0,1019.0,2.0,1.0,,,,98.0,
39.0,68.0,15.0,2.0,15.0,73.0,127.0,238.0,1020.0,2.0,1.0,,,,84.0,
14.0,50.0,14.0,11.0,14.0,69.0,72.0,233.0,1020.0,3.0,1.0,,,,48.0,
19.0,49.0,14.0,11.0,14.0,71.0,77.0,295.0,1020.0,3.0,1.0,,,,43.0,
5.0,29.0,13.0,29.0,14.0,78.0,37.0,278.0,1020.0,3.0,1.0,,,,29.0,
3.0,19.0,12.0,40.0,14.0,85.0,25.0,310.0,1020.0,3.0,1.0,,,,21.0,
3.0,18.0,11.0,41.0,14.0,84.0,23.0,291.0,1020.0,3.0,1.0,,,,13.0,
3.0,15.0,11.0,52.0,14.0,68.0,20.0,297.0,1020.0,2.0,1.0,,,,11.0,
3.0,13.0,10.0,48.0,14.0,50.0,18.0,294.0,1019.0,2.0,1.0,,,,19.0,
3.0,13.0,10.0,45.0,14.0,53.0,18.0,268.0,1019.0,3.0,1.0,,,,23.0,
3.0,12.0,10.0,46.0,13.0,52.0,17.0,305.0,1019.0,2.0,1.0,,,,23.0,
3.0,15.0,10.0,44.0,14.0,58.0,21.0,305.0,1020.0,3.0,1.0,,,,25.0,
5.0,25.0,10.0,31.0,13.0,58.0,32.0,306.0,1019.0,2.0,1.0,,,,24.0,
15.0,35.0,11.0,17.0,12.0,58.0,59.0,297.0,1020.0,17.0,1.0,,,,53.0,
29.0,42.0,10.0,17.0,14.0,57.0,85.0,307.0,1020.0,50.0,1.0,,,,121.0,
10.0,27.0,12.0,39.0,17.0,56.0,41.0,309.0,1021.0,79.0,1.0,,,,64.0,
7.0,23.0,11.0,52.0,21.0,48.0,33.0,183.0,1021.0,437.0,1.0,,,,46.0,
7.0,22.0,11.0,55.0,23.0,47.0,32.0,177.0,1020.0,570.0,1.0,,,,33.0,
5.0,18.0,11.0,64.0,24.0,46.0,26.0,174.0,1019.0,595.0,2.0,,,,25.0,
7.0,19.0,9.0,68.0,24.0,41.0,30.0,173.0,1019.0,430.0,2.0,,,,27.0,
8.0,17.0,10.0,73.0,24.0,41.0,30.0,171.0,1018.0,325.0,2.0,,,,38.0,
5.0,15.0,12.0,78.0,23.0,39.0,23.0,173.0,1018.0,147.0,2.0,,,,26.0,
5.0,16.0,12.0,75.0,21.0,51.0,23.0,177.0,1019.0,30.0,2.0,,,,41.0,
6.0,21.0,11.0,74.0,19.0,65.0,30.0,188.0,1019.0,2.0,2.0,,,,31.0,
22.0,53.0,13.0,25.0,18.0,66.0,86.0,264.0,1019.0,1.0,1.0,,,,60.0,
19.0,63.0,14.0,7.0,16.0,66.0,92.0,184.0,1020.0,2.0,1.0,,,,55.0,
44.0,64.0,13.0,3.0,15.0,70.0,131.0,282.0,1020.0,2.0,1.0,,,,60.0,
20.0,57.0,12.0,4.0,14.0,75.0,87.0,287.0,1020.0,2.0,1.0,,,,54.0,
15.0,46.0,13.0,9.0,13.0,77.0,70.0,248.0,1019.0,3.0,1.0,,,,40.0,
6.0,30.0,11.0,24.0,13.0,82.0,39.0,302.0,1019.0,3.0,1.0,,,,30.0,
4.0,20.0,10.0,41.0,13.0,84.0,26.0,312.0,1019.0,3.0,1.0,,,,24.0,
4.0,18.0,9.0,35.0,12.0,89.0,24.0,309.0,1019.0,2.0,1.0,,,,20.0,
4.0,14.0,9.0,47.0,13.0,91.0,19.0,304.0,1019.0,3.0,1.0,,,,20.0,
4.0,13.0,10.0,45.0,13.0,77.0,19.0,276.0,1019.0,2.0,1.0,,,,12.0,
4.0,14.0,10.0,41.0,13.0,66.0,19.0,299.0,1019.0,2.0,1.0,,,,19.0,
4.0,13.0,10.0,42.0,13.0,63.0,19.0,301.0,1019.0,2.0,1.0,,,,24.0,
5.0,22.0,11.0,35.0,14.0,62.0,30.0,277.0,1019.0,3.0,1.0,,,,27.0,
8.0,25.0,13.0,33.0,14.0,59.0,37.0,307.0,1019.0,26.0,1.0,,,,57.0,
5.0,18.0,11.0,49.0,17.0,57.0,25.0,307.0,1019.0,112.0,1.0,,,,31.0,
5.0,19.0,9.0,55.0,19.0,40.0,26.0,289.0,1019.0,146.0,1.0,,,,29.0,
11.0,27.0,7.0,38.0,21.0,46.0,44.0,155.0,1019.0,230.0,1.0,,,,78.0,
9.0,35.0,8.0,32.0,21.0,61.0,48.0,166.0,1018.0,117.0,1.0,,,,53.0,
8.0,25.0,10.0,47.0,20.0,55.0,38.0,178.0,1018.0,126.0,1.0,,,,31.0,
7.0,27.0,10.0,46.0,21.0,53.0,38.0,179.0,1017.0,95.0,1.0,,,,34.0,
6.0,27.0,10.0,41.0,21.0,50.0,37.0,137.0,1017.0,106.0,1.0,,,,47.0,
6.0,31.0,11.0,29.0,21.0,54.0,40.0,145.0,1017.0,50.0,1.0,,,,71.0,
8.0,40.0,11.0,17.0,20.0,62.0,53.0,176.0,1018.0,14.0,1.0,,,,87.0,
20.0,47.0,11.0,6.0,19.0,64.0,77.0,285.0,1018.0,3.0,1.0,,,,96.0,
14.0,46.0,10.0,4.0,18.0,63.0,66.0,307.0,1019.0,3.0,1.0,,,,73.0,
12.0,41.0,9.0,10.0,18.0,60.0,59.0,315.0,1019.0,3.0,1.0,,,,61.0,
6.0,35.0,9.0,19.0,18.0,58.0,44.0,315.0,1019.0,3.0,1.0,,,,53.0,
6.0,31.0,9.0,17.0,17.0,63.0,39.0,268.0,1020.0,3.0,1.0,,,,54.0,
6.0,32.0,9.0,27.0,18.0,53.0,41.0,241.0,1020.0,4.0,1.0,,,,41.0,
4.0,27.0,10.0,39.0,18.0,49.0,33.0,297.0,1021.0,4.0,1.0,,,,22.0,
3.0,19.0,9.0,39.0,17.0,51.0,24.0,282.0,1021.0,3.0,1.0,,,,28.0,
3.0,19.0,9.0,37.0,17.0,59.0,24.0,319.0,1021.0,3.0,1.0,,,,36.0,
3.0,18.0,9.0,39.0,16.0,80.0,22.0,333.0,1022.0,3.0,1.0,,,,42.0,
3.0,14.0,9.0,44.0,16.0,89.0,18.0,339.0,1022.0,3.0,1.0,,,,20.0,
3.0,12.0,10.0,45.0,16.0,90.0,17.0,346.0,1022.0,2.0,1.0,,,,17.0,
3.0,13.0,9.0,41.0,15.0,92.0,17.0,316.0,1023.0,2.0,1.0,,,,15.0,
3.0,14.0,9.0,36.0,13.0,94.0,19.0,315.0,1024.0,2.0,1.0,,,,14.0,
3.0,16.0,10.0,39.0,13.0,92.0,21.0,329.0,1025.0,18.0,1.0,,,,18.0,
3.0,15.0,10.0,47.0,14.0,88.0,20.0,328.0,1026.0,57.0,1.0,,,,20.0,
4.0,13.0,8.0,57.0,17.0,77.0,19.0,190.0,1026.0,90.0,1.0,,,,20.0,
3.0,12.0,9.0,63.0,18.0,71.0,17.0,96.0,1027.0,191.0,1.0,,,,18.0,
3.0,11.0,8.0,70.0,19.0,66.0,16.0,75.0,1027.0,344.0,1.0,,,,18.0,
3.0,11.0,8.0,75.0,19.0,65.0,16.0,90.0,1026.0,435.0,1.0,,,,20.0,
3.0,12.0,6.0,80.0,18.0,65.0,16.0,98.0,1025.0,256.0,2.0,,,,19.0,
3.0,11.0,8.0,83.0,18.0,65.0,15.0,98.0,1025.0,260.0,2.0,,,,19.0,
3.0,12.0,9.0,83.0,18.0,66.0,16.0,96.0,1026.0,140.0,1.0,,,,22.0,
3.0,12.0,9.0,80.0,17.0,70.0,16.0,81.0,1026.0,24.0,1.0,,,,38.0,
3.0,19.0,9.0,60.0,16.0,76.0,23.0,2.0,1027.0,2.0,1.0,,,,27.0,
6.0,36.0,11.0,28.0,14.0,79.0,45.0,318.0,1027.0,3.0,1.0,,,,33.0,
4.0,35.0,10.0,21.0,14.0,81.0,41.0,318.0,1028.0,3.0,1.0,,,,32.0,
5.0,30.0,10.0,25.0,14.0,83.0,37.0,315.0,1028.0,3.0,1.0,,,,26.0,
4.0,20.0,8.0,42.0,14.0,86.0,25.0,301.0,1028.0,2.0,1.0,,,,19.0,
3.0,15.0,9.0,55.0,13.0,87.0,19.0,307.0,1028.0,3.0,1.0,,,,17.0,
3.0,14.0,9.0,51.0,14.0,85.0,18.0,310.0,1028.0,4.0,1.0,,,,16.0,
3.0,13.0,8.0,51.0,14.0,84.0,18.0,288.0,1027.0,4.0,1.0,,,,18.0,
3.0,14.0,8.0,45.0,14.0,85.0,18.0,324.0,1028.0,3.0,1.0,,,,20.0,
3.0,13.0,10.0,44.0,13.0,86.0,17.0,283.0,1028.0,4.0,1.0,,,,12.0,
3.0,11.0,10.0,62.0,14.0,78.0,16.0,297.0,1027.0,3.0,1.0,,,,7.0,
3.0,13.0,11.0,54.0,13.0,77.0,17.0,325.0,1027.0,3.0,1.0,,,,11.0,
3.0,18.0,12.0,52.0,14.0,77.0,23.0,316.0,1027.0,4.0,1.0,,,,10.0,
4.0,27.0,11.0,40.0,14.0,76.0,33.0,309.0,1027.0,3.0,1.0,,,,14.0,
6.0,39.0,10.0,26.0,14.0,75.0,47.0,307.0,1028.0,24.0,1.0,,,,28.0,
8.0,39.0,11.0,29.0,14.0,75.0,52.0,311.0,1028.0,105.0,1.0,,,,50.0,
5.0,25.0,12.0,53.0,15.0,71.0,33.0,303.0,1028.0,158.0,1.0,,,,35.0,
5.0,22.0,12.0,56.0,16.0,68.0,30.0,294.0,1028.0,287.0,1.0,,,,33.0,
4.0,16.0,10.0,68.0,19.0,64.0,21.0,155.0,1028.0,516.0,1.0,,,,24.0,
4.0,15.0,8.0,80.0,19.0,64.0,21.0,117.0,1027.0,359.0,1.0,,,,22.0,
4.0,17.0,7.0,77.0,18.0,67.0,22.0,108.0,1025.0,188.0,1.0,,,,23.0,
3.0,14.0,8.0,81.0,18.0,69.0,19.0,103.0,1025.0,160.0,1.0,,,,19.0,
3.0,18.0,11.0,69.0,17.0,71.0,23.0,94.0,1025.0,48.0,1.0,,,,23.0,
4.0,25.0,11.0,52.0,17.0,75.0,32.0,101.0,1025.0,17.0,1.0,,,,30.0,
6.0,50.0,11.0,16.0,16.0,78.0,59.0,134.0,1025.0,3.0,1.0,,,,74.0,
23.0,59.0,10.0,2.0,15.0,81.0,95.0,323.0,1025.0,3.0,1.0,,,,82.0,
21.0,62.0,10.0,4.0,15.0,82.0,95.0,305.0,1024.0,2.0,1.0,,,,69.0,
9.0,51.0,11.0,6.0,14.0,83.0,64.0,304.0,1024.0,2.0,1.0,,,,52.0,
15.0,52.0,13.0,4.0,14.0,84.0,75.0,313.0,1024.0,3.0,1.0,,,,37.0,
6.0,40.0,12.0,14.0,14.0,84.0,49.0,301.0,1023.0,4.0,1.0,,,,30.0,
4.0,27.0,12.0,19.0,14.0,84.0,33.0,275.0,1023.0,3.0,1.0,,,,27.0,
4.0,28.0,12.0,11.0,13.0,86.0,34.0,313.0,1022.0,3.0,1.0,,,,29.0,
3.0,24.0,12.0,17.0,13.0,87.0,30.0,314.0,1022.0,4.0,1.0,,,,32.0,
4.0,20.0,10.0,24.0,14.0,85.0,26.0,284.0,1021.0,4.0,1.0,,,,27.0,
4.0,19.0,7.0,26.0,14.0,86.0,25.0,294.0,1021.0,3.0,1.0,,,,22.0,
4.0,16.0,6.0,42.0,13.0,87.0,22.0,294.0,1020.0,3.0,1.0,,,,19.0,
3.0,15.0,9.0,54.0,13.0,89.0,20.0,295.0,1020.0,2.0,1.0,,,,19.0,
7.0,35.0,11.0,25.0,13.0,91.0,45.0,277.0,1019.0,3.0,1.0,,,,24.0,
11.0,41.0,12.0,18.0,14.0,90.0,58.0,307.0,1019.0,15.0,1.0,,,,30.0,
10.0,40.0,10.0,23.0,15.0,90.0,56.0,295.0,1019.0,56.0,1.0,,,,38.0,
6.0,27.0,6.0,56.0,17.0,82.0,36.0,203.0,1019.0,117.0,1.0,,,,26.0,
4.0,18.0,6.0,66.0,17.0,76.0,24.0,216.0,1018.0,127.0,1.0,,,,19.0,
6.0,15.0,8.0,70.0,17.0,75.0,23.0,208.0,1018.0,100.0,1.0,,,,22.0,
5.0,19.0,9.0,64.0,17.0,77.0,26.0,210.0,1016.0,105.0,1.0,,,,31.0,
7.0,19.0,10.0,61.0,17.0,84.0,31.0,185.0,1015.0,118.0,2.0,,,,17.0,
5.0,17.0,9.0,65.0,17.0,79.0,24.0,187.0,1014.0,103.0,2.0,,,,14.0,
5.0,20.0,9.0,65.0,18.0,76.0,29.0,178.0,1014.0,47.0,1.0,,,,24.0,
4.0,20.0,9.0,60.0,18.0,79.0,26.0,177.0,1013.0,10.0,1.0,,,,22.0,
7.0,27.0,10.0,49.0,17.0,84.0,37.0,208.0,1013.0,3.0,1.0,,,,21.0,
5.0,25.0,9.0,42.0,16.0,89.0,33.0,140.0,1013.0,3.0,1.0,,,,21.0,
7.0,30.0,10.0,36.0,16.0,91.0,42.0,173.0,1012.0,3.0,1.0,,,,19.0,
5.0,29.0,9.0,30.0,15.0,95.0,37.0,232.0,1012.0,3.0,1.0,,,,20.0,
5.0,32.0,7.0,17.0,15.0,96.0,39.0,261.0,1011.0,4.0,1.0,,,,24.0,
4.0,23.0,7.0,23.0,15.0,97.0,29.0,249.0,1010.0,4.0,1.0,,,,15.0,
5.0,22.0,8.0,24.0,15.0,98.0,28.0,235.0,1009.0,4.0,1.0,,,,16.0,
4.0,21.0,7.0,18.0,15.0,99.0,26.0,280.0,1008.0,4.0,1.0,,,,18.0,
3.0,17.0,8.0,24.0,15.0,99.0,23.0,264.0,1007.0,4.0,1.0,,,,26.0,
3.0,17.0,8.0,24.0,15.0,99.0,22.0,244.0,1006.0,4.0,1.0,,,,18.0,
4.0,18.0,10.0,16.0,15.0,100.0,24.0,265.0,1006.0,4.0,1.0,,,,16.0,
